indicator,year,countrycode,period,welftype,spell,subgroup,value
WB.SP.growthb40,2012,CHE,2007-2012,INC,2,National,2.435883416
WB.SP.growthb40,2008,CHE,2008-2013,INC,1,National,1.533599681
WB.SP.growthb40,2013,CHE,2008-2013,INC,2,National,1.533599681
WB.SP.growthb40,2009,CHE,2009-2014,INC,1,National,1.223365518
WB.SP.growthb40,2014,CHE,2009-2014,INC,2,National,1.223365518
WB.SP.growthb40,2010,CHE,2010-2015,INC,1,National,0.98105874
WB.SP.growthb40,2015,CHE,2010-2015,INC,2,National,0.98105874
WB.SP.growthb40,2012,CHE,2012-2017,INC,1,National,-0.259218943
WB.SP.growthb40,2017,CHE,2012-2017,INC,2,National,-0.259218943
WB.SP.growthb40,2013,CHE,2013-2018,INC,1,National,-0.338915136
WB.SP.growthb40,2018,CHE,2013-2018,INC,2,National,-0.338915136
WB.SP.growthb40,2006,CHL,2006-2011,INC,1,National,4.001314718
WB.SP.growthb40,2011,CHL,2006-2011,INC,2,National,4.001314718
WB.SP.growthb40,2009,CHL,2009-2013,INC,1,National,7.835048117
WB.SP.growthb40,2013,CHL,2009-2013,INC,2,National,7.835048117
WB.SP.growthb40,2009,CHL,2009-2015,INC,1,National,6.668316208
WB.SP.growthb40,2015,CHL,2009-2015,INC,2,National,6.668316208
WB.SP.growthb40,2013,CHL,2013-2017,INC,1,National,4.921904956
WB.SP.growthb40,2017,CHL,2013-2017,INC,2,National,4.921904956
WB.SP.growthb40,2015,CHL,2015-2020,INC,1,National,1.920995883
WB.SP.growthb40,2020,CHL,2015-2020,INC,2,National,1.920995883
WB.SP.growthb40,2013,CHN,2013-2015,CONS,1,National,9.04612966
WB.SP.growthb40,2015,CHN,2013-2015,CONS,2,National,9.04612966
WB.SP.growthb40,2013,CHN,2013-2016,CONS,1,National,8.377631152
WB.SP.growthb40,2016,CHN,2013-2016,CONS,2,National,8.377631152
WB.SP.growthb40,2014,CHN,2014-2019,CONS,1,National,7.195210183
WB.SP.growthb40,2019,CHN,2014-2019,CONS,2,National,7.195210183
WB.SP.growthb40,2015,CHN,2015-2020,CONS,1,National,5.42338109
WB.SP.growthb40,2020,CHN,2015-2020,CONS,2,National,5.42338109
WB.SP.growthb40,2008,CIV,2008-2015,CONS,1,National,0.738624072
WB.SP.growthb40,2015,CIV,2008-2015,CONS,2,National,0.738624072
WB.SP.growthb40,2007,CMR,2007-2014,CONS,1,National,1.411316054
WB.SP.growthb40,2014,CMR,2007-2014,CONS,2,National,1.411316054
WB.SP.growthb40,2004,COD,2004-2012,CONS,1,National,9.780541843
WB.SP.growthb40,2012,COD,2004-2012,CONS,2,National,9.780541843
WB.SP.growthb40,2005,COG,2005-2011,CONS,1,National,3.347157999
WB.SP.growthb40,2011,COG,2005-2011,CONS,2,National,3.347157999
WB.SP.growthb40,2008,COL,2008-2011,INC,1,National,7.292141671
WB.SP.growthb40,2011,COL,2008-2011,INC,2,National,7.292141671
WB.SP.growthb40,2008,COL,2008-2012,INC,1,National,6.232815839
WB.SP.growthb40,2012,COL,2008-2012,INC,2,National,6.232815839
WB.SP.growthb40,2009,COL,2009-2014,INC,1,National,5.952036398
WB.SP.growthb40,2014,COL,2009-2014,INC,2,National,5.952036398
WB.SP.growthb40,2010,COL,2010-2015,INC,1,National,5.043494041
WB.SP.growthb40,2015,COL,2010-2015,INC,2,National,5.043494041
WB.SP.growthb40,2011,COL,2011-2016,INC,1,National,3.535937831
WB.SP.growthb40,2016,COL,2011-2016,INC,2,National,3.535937831
WB.SP.growthb40,2012,COL,2012-2017,INC,1,National,3.36828756
WB.SP.growthb40,2017,COL,2012-2017,INC,2,National,3.36828756
WB.SP.growthb40,2013,COL,2013-2018,INC,1,National,2.187346992
WB.SP.growthb40,2018,COL,2013-2018,INC,2,National,2.187346992
WB.SP.growthb40,2014,COL,2014-2019,INC,1,National,0.367435841
WB.SP.growthb40,2019,COL,2014-2019,INC,2,National,0.367435841
WB.SP.growthb40,2015,COL,2015-2020,INC,1,National,-4.648187148
WB.SP.growthb40,2020,COL,2015-2020,INC,2,National,-4.648187148
WB.SP.growthb40,2016,COL,2016-2021,INC,1,National,-2.389383782
WB.SP.growthb40,2021,COL,2016-2021,INC,2,National,-2.389383782
WB.SP.growthb40,2004,CRI,2004-2009,INC,1,National,4.890771827
WB.SP.growthb40,2009,CRI,2004-2009,INC,2,National,4.890771827
WB.SP.growthb40,2010,CRI,2010-2013,INC,1,National,1.176306966
WB.SP.growthb40,2013,CRI,2010-2013,INC,2,National,1.176306966
WB.SP.growthb40,2010,CRI,2010-2014,INC,1,National,0.824504182
WB.SP.growthb40,2014,CRI,2010-2014,INC,2,National,0.824504182
WB.SP.growthb40,2010,CRI,2010-2015,INC,1,National,1.032013779
WB.SP.growthb40,2015,CRI,2010-2015,INC,2,National,1.032013779
WB.SP.growthb40,2011,CRI,2011-2016,INC,1,National,1.751413776
WB.SP.growthb40,2016,CRI,2011-2016,INC,2,National,1.751413776
WB.SP.growthb40,2012,CRI,2012-2017,INC,1,National,1.607521688
WB.SP.growthb40,2017,CRI,2012-2017,INC,2,National,1.607521688
WB.SP.growthb40,2013,CRI,2013-2018,INC,1,National,1.066987309
WB.SP.growthb40,2018,CRI,2013-2018,INC,2,National,1.066987309
WB.SP.growthb40,2014,CRI,2014-2019,INC,1,National,1.002828565
WB.SP.growthb40,2019,CRI,2014-2019,INC,2,National,1.002828565
WB.SP.growthb40,2015,CRI,2015-2020,INC,1,National,-3.230086276
WB.SP.growthb40,2020,CRI,2015-2020,INC,2,National,-3.230086276
WB.SP.growthb40,2016,CRI,2016-2021,INC,1,National,-0.476579846
WB.SP.growthb40,2021,CRI,2016-2021,INC,2,National,-0.476579846
WB.SP.growthb40,2017,CRI,2017-2022,INC,1,National,-0.845673433
WB.SP.growthb40,2022,CRI,2017-2022,INC,2,National,-0.845673433
WB.SP.growthb40,2007,CYP,2007-2012,INC,1,National,-2.469069555
WB.SP.growthb40,2012,CYP,2007-2012,INC,2,National,-2.469069555
WB.SP.growthb40,2009,CYP,2009-2014,INC,1,National,-4.656644706
WB.SP.growthb40,2014,CYP,2009-2014,INC,2,National,-4.656644706
WB.SP.growthb40,2010,CYP,2010-2015,INC,1,National,-4.342191919
WB.SP.growthb40,2015,CYP,2010-2015,INC,2,National,-4.342191919
WB.SP.growthb40,2012,CYP,2012-2017,INC,1,National,0.291100429
WB.SP.growthb40,2017,CYP,2012-2017,INC,2,National,0.291100429
WB.SP.growthb40,2013,CYP,2013-2018,INC,1,National,3.376096138
WB.SP.growthb40,2018,CYP,2013-2018,INC,2,National,3.376096138
WB.SP.growthb40,2014,CYP,2014-2019,INC,1,National,5.170500736
WB.SP.growthb40,2019,CYP,2014-2019,INC,2,National,5.170500736
WB.SP.growthb40,2015,CYP,2015-2020,INC,1,National,4.637361346
WB.SP.growthb40,2020,CYP,2015-2020,INC,2,National,4.637361346
WB.SP.growthb40,2006,CZE,2006-2011,INC,1,National,1.854871552
WB.SP.growthb40,2011,CZE,2006-2011,INC,2,National,1.854871552
WB.SP.growthb40,2007,CZE,2007-2012,INC,1,National,0.147829355
WB.SP.growthb40,2012,CZE,2007-2012,INC,2,National,0.147829355
WB.SP.growthb40,2009,CZE,2009-2014,INC,1,National,0.222143297
WB.SP.growthb40,2014,CZE,2009-2014,INC,2,National,0.222143297
WB.SP.growthb40,2010,CZE,2010-2015,INC,1,National,1.424257717
WB.SP.growthb40,2015,CZE,2010-2015,INC,2,National,1.424257717
WB.SP.growthb40,2012,CZE,2012-2017,INC,1,National,3.526538958
WB.SP.growthb40,2017,CZE,2012-2017,INC,2,National,3.526538958
WB.SP.growthb40,2013,CZE,2013-2018,INC,1,National,4.396511306
WB.SP.growthb40,2018,CZE,2013-2018,INC,2,National,4.396511306
WB.SP.growthb40,2014,CZE,2014-2019,INC,1,National,4.397671205
WB.SP.growthb40,2019,CZE,2014-2019,INC,2,National,4.397671205
WB.SP.growthb40,2015,CZE,2015-2020,INC,1,National,3.501094663
WB.SP.growthb40,2020,CZE,2015-2020,INC,2,National,3.501094663
WB.SP.growthb40,2006,DEU,2006-2011,INC,1,National,0.625986176
WB.SP.growthb40,2011,DEU,2006-2011,INC,2,National,0.625986176
WB.SP.growthb40,2007,DEU,2007-2011,INC,1,National,0.412240963
WB.SP.growthb40,2011,DEU,2007-2011,INC,2,National,0.412240963
WB.SP.growthb40,2010,DEU,2010-2015,INC,1,National,0.32935464
WB.SP.growthb40,2015,DEU,2010-2015,INC,2,National,0.32935464
WB.SP.growthb40,2011,DEU,2011-2016,INC,1,National,0.589211866
WB.SP.growthb40,2016,DEU,2011-2016,INC,2,National,0.589211866
WB.SP.growthb40,2013,DEU,2013-2018,INC,1,National,1.762681731
WB.SP.growthb40,2018,DEU,2013-2018,INC,2,National,1.762681731
WB.SP.growthb40,2014,DEU,2014-2019,INC,1,National,2.137907448
WB.SP.growthb40,2019,DEU,2014-2019,INC,2,National,2.137907448
WB.SP.growthb40,2007,DNK,2007-2012,INC,1,National,-0.208715735
WB.SP.growthb40,2012,DNK,2007-2012,INC,2,National,-0.208715735
WB.SP.growthb40,2009,DNK,2009-2014,INC,1,National,1.918998429
WB.SP.growthb40,2014,DNK,2009-2014,INC,2,National,1.918998429
WB.SP.growthb40,2010,DNK,2010-2015,INC,1,National,0.56284582
WB.SP.growthb40,2015,DNK,2010-2015,INC,2,National,0.56284582
WB.SP.growthb40,2012,DNK,2012-2017,INC,1,National,1.338003653
WB.SP.growthb40,2017,DNK,2012-2017,INC,2,National,1.338003653
WB.SP.growthb40,2013,DNK,2013-2018,INC,1,National,1.488646134
WB.SP.growthb40,2018,DNK,2013-2018,INC,2,National,1.488646134
WB.SP.growthb40,2014,DNK,2014-2019,INC,1,National,1.66304251
WB.SP.growthb40,2019,DNK,2014-2019,INC,2,National,1.66304251
WB.SP.growthb40,2015,DNK,2015-2020,INC,1,National,1.692457364
WB.SP.growthb40,2020,DNK,2015-2020,INC,2,National,1.692457364
WB.SP.growthb40,2006,DOM,2006-2011,INC,1,National,2.270507566
WB.SP.growthb40,2011,DOM,2006-2011,INC,2,National,2.270507566
WB.SP.growthb40,2007,DOM,2007-2012,INC,1,National,2.098257259
WB.SP.growthb40,2012,DOM,2007-2012,INC,2,National,2.098257259
WB.SP.growthb40,2009,DOM,2009-2013,INC,1,National,2.022045394
WB.SP.growthb40,2013,DOM,2009-2013,INC,2,National,2.022045394
WB.SP.growthb40,2010,DOM,2010-2015,INC,1,National,5.287713154
WB.SP.growthb40,2015,DOM,2010-2015,INC,2,National,5.287713154
WB.SP.growthb40,2011,DOM,2011-2016,INC,1,National,5.191948694
WB.SP.growthb40,2016,DOM,2011-2016,INC,2,National,5.191948694
WB.SP.growthb40,2017,DOM,2017-2021,INC,1,National,0.942562002
WB.SP.growthb40,2021,DOM,2017-2021,INC,2,National,0.942562002
WB.SP.growthb40,2007,ECU,2007-2011,INC,1,National,6.666198465
WB.SP.growthb40,2011,ECU,2007-2011,INC,2,National,6.666198465
WB.SP.growthb40,2007,ECU,2007-2012,INC,1,National,6.508765251
WB.SP.growthb40,2012,ECU,2007-2012,INC,2,National,6.508765251
WB.SP.growthb40,2009,ECU,2009-2014,INC,1,National,7.450967188
WB.SP.growthb40,2014,ECU,2009-2014,INC,2,National,7.450967188
WB.SP.growthb40,2010,ECU,2010-2015,INC,1,National,4.782224931
WB.SP.growthb40,2015,ECU,2010-2015,INC,2,National,4.782224931
WB.SP.growthb40,2011,ECU,2011-2016,INC,1,National,2.951986672
WB.SP.growthb40,2016,ECU,2011-2016,INC,2,National,2.951986672
WB.SP.growthb40,2012,ECU,2012-2017,INC,1,National,2.408935848
WB.SP.growthb40,2017,ECU,2012-2017,INC,2,National,2.408935848
WB.SP.growthb40,2013,ECU,2013-2018,INC,1,National,1.25547642
WB.SP.growthb40,2018,ECU,2013-2018,INC,2,National,1.25547642
WB.SP.growthb40,2014,ECU,2014-2019,INC,1,National,-0.902937291
WB.SP.growthb40,2019,ECU,2014-2019,INC,2,National,-0.902937291
WB.SP.growthb40,2015,ECU,2015-2020,INC,1,National,-3.491601078
WB.SP.growthb40,2020,ECU,2015-2020,INC,2,National,-3.491601078
WB.SP.growthb40,2016,ECU,2016-2021,INC,1,National,-1.363052226
WB.SP.growthb40,2021,ECU,2016-2021,INC,2,National,-1.363052226
WB.SP.growthb40,2017,ECU,2017-2022,INC,1,National,-1.135279854
WB.SP.growthb40,2022,ECU,2017-2022,INC,2,National,-1.135279854
WB.SP.growthb40,2010,EGY,2010-2012,CONS,1,National,3.196643858
WB.SP.growthb40,2012,EGY,2010-2012,CONS,2,National,3.196643858
WB.SP.growthb40,2012,EGY,2012-2015,CONS,1,National,0.496718381
WB.SP.growthb40,2015,EGY,2012-2015,CONS,2,National,0.496718381
WB.SP.growthb40,2012,EGY,2012-2017,CONS,1,National,-2.504409613
WB.SP.growthb40,2017,EGY,2012-2017,CONS,2,National,-2.504409613
WB.SP.growthb40,2015,EGY,2015-2019,CONS,1,National,-1.748336598
WB.SP.growthb40,2019,EGY,2015-2019,CONS,2,National,-1.748336598
WB.SP.growthb40,2007,ESP,2007-2012,INC,1,National,-3.75426532
WB.SP.growthb40,2012,ESP,2007-2012,INC,2,National,-3.75426532
WB.SP.growthb40,2008,ESP,2008-2014,INC,1,National,-3.890707718
WB.SP.growthb40,2014,ESP,2008-2014,INC,2,National,-3.890707718
WB.SP.growthb40,2010,ESP,2010-2015,INC,1,National,-2.161923211
WB.SP.growthb40,2015,ESP,2010-2015,INC,2,National,-2.161923211
WB.SP.growthb40,2012,ESP,2012-2017,INC,1,National,1.754606119
WB.SP.growthb40,2017,ESP,2012-2017,INC,2,National,1.754606119
WB.SP.growthb40,2013,ESP,2013-2018,INC,1,National,3.214502156
WB.SP.growthb40,2018,ESP,2013-2018,INC,2,National,3.214502156
WB.SP.growthb40,2014,ESP,2014-2019,INC,1,National,4.026631907
WB.SP.growthb40,2019,ESP,2014-2019,INC,2,National,4.026631907
WB.SP.growthb40,2015,ESP,2015-2020,INC,1,National,2.676742616
WB.SP.growthb40,2020,ESP,2015-2020,INC,2,National,2.676742616
WB.SP.growthb40,2005,EST,2005-2010,INC,1,National,4.082884279
WB.SP.growthb40,2010,EST,2005-2010,INC,2,National,4.082884279
WB.SP.growthb40,2007,EST,2007-2012,INC,1,National,-0.838107548
WB.SP.growthb40,2012,EST,2007-2012,INC,2,National,-0.838107548
WB.SP.growthb40,2009,EST,2009-2014,INC,1,National,2.039990739
WB.SP.growthb40,2014,EST,2009-2014,INC,2,National,2.039990739
WB.SP.growthb40,2010,EST,2010-2015,INC,1,National,6.148414997
WB.SP.growthb40,2015,EST,2010-2015,INC,2,National,6.148414997
WB.SP.growthb40,2012,EST,2012-2017,INC,1,National,7.980215877
WB.SP.growthb40,2017,EST,2012-2017,INC,2,National,7.980215877
WB.SP.growthb40,2013,EST,2013-2018,INC,1,National,8.626880002
WB.SP.growthb40,2018,EST,2013-2018,INC,2,National,8.626880002
WB.SP.growthb40,2014,EST,2014-2019,INC,1,National,8.025346628
WB.SP.growthb40,2019,EST,2014-2019,INC,2,National,8.025346628
WB.SP.growthb40,2015,EST,2015-2020,INC,1,National,6.626660569
WB.SP.growthb40,2020,EST,2015-2020,INC,2,National,6.626660569
WB.SP.growthb40,2004,ETH,2004-2010,CONS,1,National,-0.045064953
WB.SP.growthb40,2010,ETH,2004-2010,CONS,2,National,-0.045064953
WB.SP.growthb40,2010,ETH,2010-2015,CONS,1,National,0.802424896
WB.SP.growthb40,2015,ETH,2010-2015,CONS,2,National,0.802424896
WB.SP.growthb40,2007,FIN,2007-2012,INC,1,National,1.558021144
WB.SP.growthb40,2012,FIN,2007-2012,INC,2,National,1.558021144
WB.SP.growthb40,2009,FIN,2009-2014,INC,1,National,0.583807913
WB.SP.growthb40,2014,FIN,2009-2014,INC,2,National,0.583807913
WB.SP.growthb40,2010,FIN,2010-2015,INC,1,National,0.534541657
WB.SP.growthb40,2015,FIN,2010-2015,INC,2,National,0.534541657
WB.SP.growthb40,2012,FIN,2012-2017,INC,1,National,0.579534464
WB.SP.growthb40,2017,FIN,2012-2017,INC,2,National,0.579534464
WB.SP.growthb40,2013,FIN,2013-2018,INC,1,National,1.076793951
WB.SP.growthb40,2018,FIN,2013-2018,INC,2,National,1.076793951
WB.SP.growthb40,2014,FIN,2014-2019,INC,1,National,1.125364228
WB.SP.growthb40,2019,FIN,2014-2019,INC,2,National,1.125364228
WB.SP.growthb40,2015,FIN,2015-2020,INC,1,National,1.381052115
WB.SP.growthb40,2020,FIN,2015-2020,INC,2,National,1.381052115
WB.SP.growthb40,2008,FJI,2008-2013,CONS,1,National,1.176863344
WB.SP.growthb40,2013,FJI,2008-2013,CONS,2,National,1.176863344
WB.SP.growthb40,2007,FRA,2007-2012,INC,1,National,0.11719259
WB.SP.growthb40,2012,FRA,2007-2012,INC,2,National,0.11719259
WB.SP.growthb40,2009,FRA,2009-2014,INC,1,National,0.309128793
WB.SP.growthb40,2014,FRA,2009-2014,INC,2,National,0.309128793
WB.SP.growthb40,2010,FRA,2010-2015,INC,1,National,0.737758048
WB.SP.growthb40,2015,FRA,2010-2015,INC,2,National,0.737758048
WB.SP.growthb40,2012,FRA,2012-2017,INC,1,National,0.612600284
WB.SP.growthb40,2017,FRA,2012-2017,INC,2,National,0.612600284
WB.SP.growthb40,2013,FRA,2013-2018,INC,1,National,0.972376483
WB.SP.growthb40,2018,FRA,2013-2018,INC,2,National,0.972376483
WB.SP.growthb40,2015,FRA,2015-2020,INC,1,National,-0.106361457
WB.SP.growthb40,2020,FRA,2015-2020,INC,2,National,-0.106361457
WB.SP.growthb40,2007,GBR,2007-2012,INC,1,National,-0.080664053
WB.SP.growthb40,2012,GBR,2007-2012,INC,2,National,-0.080664053
WB.SP.growthb40,2009,GBR,2009-2014,INC,1,National,0.418235686
WB.SP.growthb40,2014,GBR,2009-2014,INC,2,National,0.418235686
WB.SP.growthb40,2010,GBR,2010-2015,INC,1,National,0.447287123
WB.SP.growthb40,2015,GBR,2010-2015,INC,2,National,0.447287123
WB.SP.growthb40,2011,GBR,2011-2016,INC,1,National,0.928569175
WB.SP.growthb40,2016,GBR,2011-2016,INC,2,National,0.928569175
WB.SP.growthb40,2012,GBR,2012-2017,INC,1,National,0.993026369
WB.SP.growthb40,2017,GBR,2012-2017,INC,2,National,0.993026369
WB.SP.growthb40,2015,GBR,2015-2020,INC,1,National,0.83968612
WB.SP.growthb40,2020,GBR,2015-2020,INC,2,National,0.83968612
WB.SP.growthb40,2007,GEO,2007-2012,CONS,1,National,2.787141772
WB.SP.growthb40,2012,GEO,2007-2012,CONS,2,National,2.787141772
WB.SP.growthb40,2008,GEO,2008-2013,CONS,1,National,3.700769441
WB.SP.growthb40,2013,GEO,2008-2013,CONS,2,National,3.700769441
WB.SP.growthb40,2009,GEO,2009-2014,CONS,1,National,5.307447825
WB.SP.growthb40,2014,GEO,2009-2014,CONS,2,National,5.307447825
WB.SP.growthb40,2011,GEO,2011-2016,CONS,1,National,6.629867889
WB.SP.growthb40,2016,GEO,2011-2016,CONS,2,National,6.629867889
WB.SP.growthb40,2012,GEO,2012-2017,CONS,1,National,4.480509042
WB.SP.growthb40,2017,GEO,2012-2017,CONS,2,National,4.480509042
WB.SP.growthb40,2013,GEO,2013-2018,CONS,1,National,2.647713766
WB.SP.growthb40,2018,GEO,2013-2018,CONS,2,National,2.647713766
WB.SP.growthb40,2014,GEO,2014-2019,CONS,1,National,1.589964224
WB.SP.growthb40,2019,GEO,2014-2019,CONS,2,National,1.589964224
WB.SP.growthb40,2015,GEO,2015-2020,CONS,1,National,-0.575863753
WB.SP.growthb40,2020,GEO,2015-2020,CONS,2,National,-0.575863753
WB.SP.growthb40,2016,GEO,2016-2021,CONS,1,National,0.196231073
WB.SP.growthb40,2021,GEO,2016-2021,CONS,2,National,0.196231073
WB.SP.growthb40,2012,GHA,2012-2016,CONS,1,National,-0.204318063
WB.SP.growthb40,2016,GHA,2012-2016,CONS,2,National,-0.204318063
WB.SP.growthb40,2007,GIN,2007-2012,CONS,1,National,8.132461592
WB.SP.growthb40,2012,GIN,2007-2012,CONS,2,National,8.132461592
WB.SP.growthb40,2010,GMB,2010-2015,CONS,1,National,4.421893051
WB.SP.growthb40,2015,GMB,2010-2015,CONS,2,National,4.421893051
WB.SP.growthb40,2015,GMB,2015-2020,CONS,1,National,-1.766153311
WB.SP.growthb40,2020,GMB,2015-2020,CONS,2,National,-1.766153311
WB.SP.growthb40,2007,GRC,2007-2012,INC,1,National,-10.02452933
WB.SP.growthb40,2012,GRC,2007-2012,INC,2,National,-10.02452933
WB.SP.growthb40,2009,GRC,2009-2014,INC,1,National,-11.73021373
WB.SP.growthb40,2014,GRC,2009-2014,INC,2,National,-11.73021373
WB.SP.growthb40,2010,GRC,2010-2015,INC,1,National,-8.349397429
WB.SP.growthb40,2015,GRC,2010-2015,INC,2,National,-8.349397429
WB.SP.growthb40,2012,GRC,2012-2017,INC,1,National,1.801410547
WB.SP.growthb40,2017,GRC,2012-2017,INC,2,National,1.801410547
WB.SP.growthb40,2013,GRC,2013-2018,INC,1,National,3.450433153
WB.SP.growthb40,2018,GRC,2013-2018,INC,2,National,3.450433153
WB.SP.growthb40,2014,GRC,2014-2019,INC,1,National,5.080023503
WB.SP.growthb40,2019,GRC,2014-2019,INC,2,National,5.080023503
WB.SP.growthb40,2015,GRC,2015-2020,INC,1,National,4.204304862
WB.SP.growthb40,2020,GRC,2015-2020,INC,2,National,4.204304862
WB.SP.growthb40,2006,HND,2006-2011,INC,1,National,5.819639583
WB.SP.growthb40,2011,HND,2006-2011,INC,2,National,5.819639583
WB.SP.growthb40,2007,HND,2007-2012,INC,1,National,-1.546815709
WB.SP.growthb40,2012,HND,2007-2012,INC,2,National,-1.546815709
WB.SP.growthb40,2009,HND,2009-2014,INC,1,National,-1.714220627
WB.SP.growthb40,2014,HND,2009-2014,INC,2,National,-1.714220627
WB.SP.growthb40,2010,HND,2010-2015,INC,1,National,-0.225115688
WB.SP.growthb40,2015,HND,2010-2015,INC,2,National,-0.225115688
WB.SP.growthb40,2011,HND,2011-2016,INC,1,National,0.008584836
WB.SP.growthb40,2016,HND,2011-2016,INC,2,National,0.008584836
WB.SP.growthb40,2012,HND,2012-2017,INC,1,National,3.610893917
WB.SP.growthb40,2017,HND,2012-2017,INC,2,National,3.610893917
WB.SP.growthb40,2013,HND,2013-2018,INC,1,National,1.113047489
WB.SP.growthb40,2018,HND,2013-2018,INC,2,National,1.113047489
WB.SP.growthb40,2014,HND,2014-2019,INC,1,National,0.997967756
WB.SP.growthb40,2019,HND,2014-2019,INC,2,National,0.997967756
WB.SP.growthb40,2004,HRV,2004-2010,CONS,1,National,-2.393834265
WB.SP.growthb40,2010,HRV,2004-2010,CONS,2,National,-2.393834265
WB.SP.growthb40,2009,HRV,2009-2012,INC,1,National,-5.40039749
WB.SP.growthb40,2012,HRV,2009-2012,INC,2,National,-5.40039749
WB.SP.growthb40,2009,HRV,2009-2014,INC,1,National,-2.269185763
WB.SP.growthb40,2014,HRV,2009-2014,INC,2,National,-2.269185763
WB.SP.growthb40,2010,HRV,2010-2015,INC,1,National,0.466742364
WB.SP.growthb40,2015,HRV,2010-2015,INC,2,National,0.466742364
WB.SP.growthb40,2012,HRV,2012-2017,INC,1,National,5.469650442
WB.SP.growthb40,2017,HRV,2012-2017,INC,2,National,5.469650442
WB.SP.growthb40,2013,HRV,2013-2018,INC,1,National,7.634137208
WB.SP.growthb40,2018,HRV,2013-2018,INC,2,National,7.634137208
WB.SP.growthb40,2014,HRV,2014-2019,INC,1,National,8.082808841
WB.SP.growthb40,2019,HRV,2014-2019,INC,2,National,8.082808841
WB.SP.growthb40,2015,HRV,2015-2020,INC,1,National,7.116517159
WB.SP.growthb40,2020,HRV,2015-2020,INC,2,National,7.116517159
WB.SP.growthb40,2006,HUN,2006-2011,INC,1,National,-0.521151804
WB.SP.growthb40,2011,HUN,2006-2011,INC,2,National,-0.521151804
WB.SP.growthb40,2007,HUN,2007-2012,INC,1,National,-2.129060637
WB.SP.growthb40,2012,HUN,2007-2012,INC,2,National,-2.129060637
WB.SP.growthb40,2009,HUN,2009-2014,INC,1,National,-0.369843581
WB.SP.growthb40,2014,HUN,2009-2014,INC,2,National,-0.369843581
WB.SP.growthb40,2010,HUN,2010-2015,INC,1,National,1.190707128
WB.SP.growthb40,2015,HUN,2010-2015,INC,2,National,1.190707128
WB.SP.growthb40,2012,HUN,2012-2017,INC,1,National,4.837652658
WB.SP.growthb40,2017,HUN,2012-2017,INC,2,National,4.837652658
WB.SP.growthb40,2013,HUN,2013-2018,INC,1,National,6.273925453
WB.SP.growthb40,2018,HUN,2013-2018,INC,2,National,6.273925453
WB.SP.growthb40,2014,HUN,2014-2019,INC,1,National,6.754537821
WB.SP.growthb40,2019,HUN,2014-2019,INC,2,National,6.754537821
WB.SP.growthb40,2015,HUN,2015-2020,INC,1,National,6.811397123
WB.SP.growthb40,2020,HUN,2015-2020,INC,2,National,6.811397123
WB.SP.growthb40,2011,IDN,2011-2014,CONS,1,National,4.138062671
WB.SP.growthb40,2014,IDN,2011-2014,CONS,2,National,4.138062671
WB.SP.growthb40,2014,IDN,2014-2018,CONS,1,National,5.197558781
WB.SP.growthb40,2018,IDN,2014-2018,CONS,2,National,5.197558781
WB.SP.growthb40,2015,IDN,2015-2017,CONS,1,National,4.93814942
WB.SP.growthb40,2017,IDN,2015-2017,CONS,2,National,4.93814942
WB.SP.growthb40,2015,IDN,2015-2019,CONS,1,National,4.781421813
WB.SP.growthb40,2019,IDN,2015-2019,CONS,2,National,4.781421813
WB.SP.growthb40,2017,IDN,2017-2022,CONS,1,National,3.438023528
WB.SP.growthb40,2022,IDN,2017-2022,CONS,2,National,3.438023528
WB.SP.growthb40,2004,IND,2004-2011,CONS,1,National,3.200866116
WB.SP.growthb40,2011,IND,2004-2011,CONS,2,National,3.200866116
WB.SP.growthb40,2007,IRL,2007-2012,INC,1,National,-3.938384258
WB.SP.growthb40,2012,IRL,2007-2012,INC,2,National,-3.938384258
WB.SP.growthb40,2009,IRL,2009-2014,INC,1,National,0.238827466
WB.SP.growthb40,2014,IRL,2009-2014,INC,2,National,0.238827466
WB.SP.growthb40,2010,IRL,2010-2015,INC,1,National,1.693120431
WB.SP.growthb40,2015,IRL,2010-2015,INC,2,National,1.693120431
WB.SP.growthb40,2011,IRL,2011-2016,INC,1,National,3.433009292
WB.SP.growthb40,2016,IRL,2011-2016,INC,2,National,3.433009292
WB.SP.growthb40,2012,IRL,2012-2017,INC,1,National,5.542373117
WB.SP.growthb40,2017,IRL,2012-2017,INC,2,National,5.542373117
WB.SP.growthb40,2013,IRL,2013-2018,INC,1,National,6.763478668
WB.SP.growthb40,2018,IRL,2013-2018,INC,2,National,6.763478668
WB.SP.growthb40,2015,IRL,2015-2020,INC,1,National,5.931841013
WB.SP.growthb40,2020,IRL,2015-2020,INC,2,National,5.931841013
WB.SP.growthb40,2009,IRN,2009-2013,CONS,1,National,2.191291981
WB.SP.growthb40,2013,IRN,2009-2013,CONS,2,National,2.191291981
WB.SP.growthb40,2009,IRN,2009-2014,CONS,1,National,0.732318634
WB.SP.growthb40,2014,IRN,2009-2014,CONS,2,National,0.732318634
WB.SP.growthb40,2013,IRN,2013-2016,CONS,1,National,-1.984125612
WB.SP.growthb40,2016,IRN,2013-2016,CONS,2,National,-1.984125612
WB.SP.growthb40,2013,IRN,2013-2018,CONS,1,National,-1.384048331
WB.SP.growthb40,2018,IRN,2013-2018,CONS,2,National,-1.384048331
WB.SP.growthb40,2014,IRN,2014-2017,CONS,1,National,1.206464546
