indicator,year,countrycode,period,welftype,spell,subgroup,value
WB.SP.growthb40,2017,IRN,2014-2017,CONS,2,National,1.206464546
WB.SP.growthb40,2014,IRN,2014-2019,CONS,1,National,-1.875309637
WB.SP.growthb40,2019,IRN,2014-2019,CONS,2,National,-1.875309637
WB.SP.growthb40,2006,IRQ,2006-2012,CONS,1,National,0.45813174
WB.SP.growthb40,2012,IRQ,2006-2012,CONS,2,National,0.45813174
WB.SP.growthb40,2007,ISL,2007-2012,INC,1,National,-3.856230514
WB.SP.growthb40,2012,ISL,2007-2012,INC,2,National,-3.856230514
WB.SP.growthb40,2009,ISL,2009-2014,INC,1,National,-0.132905187
WB.SP.growthb40,2014,ISL,2009-2014,INC,2,National,-0.132905187
WB.SP.growthb40,2010,ISL,2010-2015,INC,1,National,3.151056116
WB.SP.growthb40,2015,ISL,2010-2015,INC,2,National,3.151056116
WB.SP.growthb40,2012,ISL,2012-2017,INC,1,National,5.654945958
WB.SP.growthb40,2017,ISL,2012-2017,INC,2,National,5.654945958
WB.SP.growthb40,2010,ISR,2010-2016,INC,1,National,4.179842151
WB.SP.growthb40,2016,ISR,2010-2016,INC,2,National,4.179842151
WB.SP.growthb40,2012,ISR,2012-2016,INC,1,National,4.47867926
WB.SP.growthb40,2016,ISR,2012-2016,INC,2,National,4.47867926
WB.SP.growthb40,2013,ISR,2013-2018,INC,1,National,3.688578732
WB.SP.growthb40,2018,ISR,2013-2018,INC,2,National,3.688578732
WB.SP.growthb40,2007,ITA,2007-2012,INC,1,National,-2.827555739
WB.SP.growthb40,2012,ITA,2007-2012,INC,2,National,-2.827555739
WB.SP.growthb40,2009,ITA,2009-2014,INC,1,National,-2.604939982
WB.SP.growthb40,2014,ITA,2009-2014,INC,2,National,-2.604939982
WB.SP.growthb40,2010,ITA,2010-2015,INC,1,National,-2.137634842
WB.SP.growthb40,2015,ITA,2010-2015,INC,2,National,-2.137634842
WB.SP.growthb40,2012,ITA,2012-2017,INC,1,National,0.48476204
WB.SP.growthb40,2017,ITA,2012-2017,INC,2,National,0.48476204
WB.SP.growthb40,2013,ITA,2013-2018,INC,1,National,1.024807741
WB.SP.growthb40,2018,ITA,2013-2018,INC,2,National,1.024807741
WB.SP.growthb40,2015,ITA,2015-2020,INC,1,National,2.190502735
WB.SP.growthb40,2020,ITA,2015-2020,INC,2,National,2.190502735
WB.SP.growthb40,2006,JOR,2006-2010,CONS,1,National,2.971996596
WB.SP.growthb40,2010,JOR,2006-2010,CONS,2,National,2.971996596
WB.SP.growthb40,2008,JOR,2008-2010,CONS,1,National,4.563438767
WB.SP.growthb40,2010,JOR,2008-2010,CONS,2,National,4.563438767
WB.SP.growthb40,2006,KAZ,2006-2010,CONS,1,National,6.028020047
WB.SP.growthb40,2010,KAZ,2006-2010,CONS,2,National,6.028020047
WB.SP.growthb40,2008,KAZ,2008-2013,CONS,1,National,6.400452476
WB.SP.growthb40,2013,KAZ,2008-2013,CONS,2,National,6.400452476
WB.SP.growthb40,2009,KAZ,2009-2013,CONS,1,National,8.421227303
WB.SP.growthb40,2013,KAZ,2009-2013,CONS,2,National,8.421227303
WB.SP.growthb40,2010,KAZ,2010-2015,CONS,1,National,3.99686281
WB.SP.growthb40,2015,KAZ,2010-2015,CONS,2,National,3.99686281
WB.SP.growthb40,2012,KAZ,2012-2017,CONS,1,National,-0.000393348
WB.SP.growthb40,2017,KAZ,2012-2017,CONS,2,National,-0.000393348
WB.SP.growthb40,2013,KAZ,2013-2018,CONS,1,National,-0.298389486
WB.SP.growthb40,2018,KAZ,2013-2018,CONS,2,National,-0.298389486
WB.SP.growthb40,2015,KEN,2015-2020,CONS,1,National,-1.396439885
WB.SP.growthb40,2020,KEN,2015-2020,CONS,2,National,-1.396439885
WB.SP.growthb40,2006,KGZ,2006-2011,CONS,1,National,5.679727649
WB.SP.growthb40,2011,KGZ,2006-2011,CONS,2,National,5.679727649
WB.SP.growthb40,2008,KGZ,2008-2012,CONS,1,National,1.168806278
WB.SP.growthb40,2012,KGZ,2008-2012,CONS,2,National,1.168806278
WB.SP.growthb40,2009,KGZ,2009-2014,CONS,1,National,0.366770972
WB.SP.growthb40,2014,KGZ,2009-2014,CONS,2,National,0.366770972
WB.SP.growthb40,2010,KGZ,2010-2015,CONS,1,National,0.389300939
WB.SP.growthb40,2015,KGZ,2010-2015,CONS,2,National,0.389300939
WB.SP.growthb40,2011,KGZ,2011-2016,CONS,1,National,0.578273721
WB.SP.growthb40,2016,KGZ,2011-2016,CONS,2,National,0.578273721
WB.SP.growthb40,2012,KGZ,2012-2017,CONS,1,National,0.859212049
WB.SP.growthb40,2017,KGZ,2012-2017,CONS,2,National,0.859212049
WB.SP.growthb40,2013,KGZ,2013-2018,CONS,1,National,3.153743168
WB.SP.growthb40,2018,KGZ,2013-2018,CONS,2,National,3.153743168
WB.SP.growthb40,2014,KGZ,2014-2019,CONS,1,National,1.796105532
WB.SP.growthb40,2019,KGZ,2014-2019,CONS,2,National,1.796105532
WB.SP.growthb40,2015,KGZ,2015-2020,CONS,1,National,0.76416464
WB.SP.growthb40,2020,KGZ,2015-2020,CONS,2,National,0.76416464
WB.SP.growthb40,2012,KOR,2012-2016,INC,1,National,2.519266802
WB.SP.growthb40,2016,KOR,2012-2016,INC,2,National,2.519266802
WB.SP.growthb40,2007,LAO,2007-2012,CONS,1,National,4.226959445
WB.SP.growthb40,2012,LAO,2007-2012,CONS,2,National,4.226959445
WB.SP.growthb40,2012,LAO,2012-2018,CONS,1,National,1.908217749
WB.SP.growthb40,2018,LAO,2012-2018,CONS,2,National,1.908217749
WB.SP.growthb40,2006,LKA,2006-2009,CONS,1,National,3.30873259
WB.SP.growthb40,2009,LKA,2006-2009,CONS,2,National,3.30873259
WB.SP.growthb40,2006,LKA,2006-2012,CONS,1,National,2.823779037
WB.SP.growthb40,2012,LKA,2006-2012,CONS,2,National,2.823779037
WB.SP.growthb40,2009,LKA,2009-2012,CONS,1,National,2.341101962
WB.SP.growthb40,2012,LKA,2009-2012,CONS,2,National,2.341101962
WB.SP.growthb40,2012,LKA,2012-2016,CONS,1,National,3.650748937
WB.SP.growthb40,2016,LKA,2012-2016,CONS,2,National,3.650748937
WB.SP.growthb40,2016,LKA,2016-2019,CONS,1,National,1.740124651
WB.SP.growthb40,2019,LKA,2016-2019,CONS,2,National,1.740124651
WB.SP.growthb40,2006,LTU,2006-2011,INC,1,National,1.067317998
WB.SP.growthb40,2011,LTU,2006-2011,INC,2,National,1.067317998
WB.SP.growthb40,2007,LTU,2007-2012,INC,1,National,-1.662985837
WB.SP.growthb40,2012,LTU,2007-2012,INC,2,National,-1.662985837
WB.SP.growthb40,2009,LTU,2009-2014,INC,1,National,4.166978456
WB.SP.growthb40,2014,LTU,2009-2014,INC,2,National,4.166978456
WB.SP.growthb40,2010,LTU,2010-2015,INC,1,National,6.654077973
WB.SP.growthb40,2015,LTU,2010-2015,INC,2,National,6.654077973
WB.SP.growthb40,2012,LTU,2012-2017,INC,1,National,6.329624359
WB.SP.growthb40,2017,LTU,2012-2017,INC,2,National,6.329624359
WB.SP.growthb40,2013,LTU,2013-2018,INC,1,National,7.738184394
WB.SP.growthb40,2018,LTU,2013-2018,INC,2,National,7.738184394
WB.SP.growthb40,2014,LTU,2014-2019,INC,1,National,9.889442676
WB.SP.growthb40,2019,LTU,2014-2019,INC,2,National,9.889442676
WB.SP.growthb40,2015,LTU,2015-2020,INC,1,National,10.66134488
WB.SP.growthb40,2020,LTU,2015-2020,INC,2,National,10.66134488
WB.SP.growthb40,2007,LUX,2007-2012,INC,1,National,-2.671745617
WB.SP.growthb40,2012,LUX,2007-2012,INC,2,National,-2.671745617
WB.SP.growthb40,2009,LUX,2009-2014,INC,1,National,-0.092387964
WB.SP.growthb40,2014,LUX,2009-2014,INC,2,National,-0.092387964
WB.SP.growthb40,2010,LUX,2010-2015,INC,1,National,-2.445460942
WB.SP.growthb40,2015,LUX,2010-2015,INC,2,National,-2.445460942
WB.SP.growthb40,2012,LUX,2012-2017,INC,1,National,-0.07817789
WB.SP.growthb40,2017,LUX,2012-2017,INC,2,National,-0.07817789
WB.SP.growthb40,2013,LUX,2013-2018,INC,1,National,0.19708048
WB.SP.growthb40,2018,LUX,2013-2018,INC,2,National,0.19708048
WB.SP.growthb40,2014,LUX,2014-2019,INC,1,National,-0.681643622
WB.SP.growthb40,2019,LUX,2014-2019,INC,2,National,-0.681643622
WB.SP.growthb40,2015,LUX,2015-2020,INC,1,National,4.485255065
WB.SP.growthb40,2020,LUX,2015-2020,INC,2,National,4.485255065
WB.SP.growthb40,2006,LVA,2006-2011,INC,1,National,0.004643715
WB.SP.growthb40,2011,LVA,2006-2011,INC,2,National,0.004643715
WB.SP.growthb40,2007,LVA,2007-2012,INC,1,National,-3.228509048
WB.SP.growthb40,2012,LVA,2007-2012,INC,2,National,-3.228509048
WB.SP.growthb40,2009,LVA,2009-2014,INC,1,National,4.429116429
WB.SP.growthb40,2014,LVA,2009-2014,INC,2,National,4.429116429
WB.SP.growthb40,2010,LVA,2010-2015,INC,1,National,7.5188536
WB.SP.growthb40,2015,LVA,2010-2015,INC,2,National,7.5188536
WB.SP.growthb40,2012,LVA,2012-2017,INC,1,National,7.906008966
WB.SP.growthb40,2017,LVA,2012-2017,INC,2,National,7.906008966
WB.SP.growthb40,2013,LVA,2013-2018,INC,1,National,8.097010823
WB.SP.growthb40,2018,LVA,2013-2018,INC,2,National,8.097010823
WB.SP.growthb40,2014,LVA,2014-2019,INC,1,National,7.191427314
WB.SP.growthb40,2019,LVA,2014-2019,INC,2,National,7.191427314
WB.SP.growthb40,2015,LVA,2015-2020,INC,1,National,5.988237754
WB.SP.growthb40,2020,LVA,2015-2020,INC,2,National,5.988237754
WB.SP.growthb40,2006,MDA,2006-2011,CONS,1,National,5.674489586
WB.SP.growthb40,2011,MDA,2006-2011,CONS,2,National,5.674489586
WB.SP.growthb40,2008,MDA,2008-2013,CONS,1,National,4.974933002
WB.SP.growthb40,2013,MDA,2008-2013,CONS,2,National,4.974933002
WB.SP.growthb40,2009,MDA,2009-2014,CONS,1,National,4.82350328
WB.SP.growthb40,2014,MDA,2009-2014,CONS,2,National,4.82350328
WB.SP.growthb40,2010,MDA,2010-2015,CONS,1,National,4.132509695
WB.SP.growthb40,2015,MDA,2010-2015,CONS,2,National,4.132509695
WB.SP.growthb40,2011,MDA,2011-2016,CONS,1,National,2.824382853
WB.SP.growthb40,2016,MDA,2011-2016,CONS,2,National,2.824382853
WB.SP.growthb40,2012,MDA,2012-2017,CONS,1,National,2.606395403
WB.SP.growthb40,2017,MDA,2012-2017,CONS,2,National,2.606395403
WB.SP.growthb40,2013,MDA,2013-2018,CONS,1,National,1.896884065
WB.SP.growthb40,2018,MDA,2013-2018,CONS,2,National,1.896884065
WB.SP.growthb40,2014,MDA,2014-2019,CONS,1,National,1.707190924
WB.SP.growthb40,2019,MDA,2014-2019,CONS,2,National,1.707190924
WB.SP.growthb40,2016,MDA,2016-2021,CONS,1,National,1.302001869
WB.SP.growthb40,2021,MDA,2016-2021,CONS,2,National,1.302001869
WB.SP.growthb40,2005,MDG,2005-2010,CONS,1,National,-4.133158235
WB.SP.growthb40,2010,MDG,2005-2010,CONS,2,National,-4.133158235
WB.SP.growthb40,2010,MDG,2010-2012,CONS,1,National,-3.462798912
WB.SP.growthb40,2012,MDG,2010-2012,CONS,2,National,-3.462798912
WB.SP.growthb40,2008,MEX,2008-2012,INC,1,National,1.709225853
WB.SP.growthb40,2012,MEX,2008-2012,INC,2,National,1.709225853
WB.SP.growthb40,2010,MEX,2010-2014,INC,1,National,0.505075219
WB.SP.growthb40,2014,MEX,2010-2014,INC,2,National,0.505075219
WB.SP.growthb40,2016,MEX,2016-2020,INC,1,National,0.701408272
WB.SP.growthb40,2020,MEX,2016-2020,INC,2,National,0.701408272
WB.SP.growthb40,2009,MKD,2009-2014,INC,1,National,6.330585573
WB.SP.growthb40,2014,MKD,2009-2014,INC,2,National,6.330585573
WB.SP.growthb40,2010,MKD,2010-2014,INC,1,National,7.102486267
WB.SP.growthb40,2014,MKD,2010-2014,INC,2,National,7.102486267
WB.SP.growthb40,2010,MKD,2010-2015,INC,1,National,6.452846506
WB.SP.growthb40,2015,MKD,2010-2015,INC,2,National,6.452846506
WB.SP.growthb40,2012,MKD,2012-2017,INC,1,National,7.05909892
WB.SP.growthb40,2017,MKD,2012-2017,INC,2,National,7.05909892
WB.SP.growthb40,2013,MKD,2013-2018,INC,1,National,7.0283466
WB.SP.growthb40,2018,MKD,2013-2018,INC,2,National,7.0283466
WB.SP.growthb40,2014,MKD,2014-2019,INC,1,National,6.093199667
WB.SP.growthb40,2019,MKD,2014-2019,INC,2,National,6.093199667
WB.SP.growthb40,2006,MLI,2006-2009,CONS,1,National,2.49447963
WB.SP.growthb40,2009,MLI,2006-2009,CONS,2,National,2.49447963
WB.SP.growthb40,2009,MLT,2009-2014,INC,1,National,4.519492151
WB.SP.growthb40,2014,MLT,2009-2014,INC,2,National,4.519492151
WB.SP.growthb40,2010,MLT,2010-2015,INC,1,National,3.566424302
WB.SP.growthb40,2015,MLT,2010-2015,INC,2,National,3.566424302
WB.SP.growthb40,2012,MLT,2012-2017,INC,1,National,3.796294799
WB.SP.growthb40,2017,MLT,2012-2017,INC,2,National,3.796294799
WB.SP.growthb40,2013,MLT,2013-2018,INC,1,National,3.023296374
WB.SP.growthb40,2018,MLT,2013-2018,INC,2,National,3.023296374
WB.SP.growthb40,2014,MLT,2014-2019,INC,1,National,2.933991898
WB.SP.growthb40,2019,MLT,2014-2019,INC,2,National,2.933991898
WB.SP.growthb40,2015,MLT,2015-2020,INC,1,National,3.211007038
WB.SP.growthb40,2020,MLT,2015-2020,INC,2,National,3.211007038
WB.SP.growthb40,2015,MMR,2015-2017,CONS,1,National,9.460086471
WB.SP.growthb40,2017,MMR,2015-2017,CONS,2,National,9.460086471
WB.SP.growthb40,2006,MNE,2006-2011,CONS,1,National,2.441020483
WB.SP.growthb40,2011,MNE,2006-2011,CONS,2,National,2.441020483
WB.SP.growthb40,2008,MNE,2008-2013,CONS,1,National,-4.820285903
WB.SP.growthb40,2013,MNE,2008-2013,CONS,2,National,-4.820285903
WB.SP.growthb40,2009,MNE,2009-2014,CONS,1,National,-2.728395048
WB.SP.growthb40,2014,MNE,2009-2014,CONS,2,National,-2.728395048
WB.SP.growthb40,2012,MNE,2012-2015,INC,1,National,4.723480425
WB.SP.growthb40,2015,MNE,2012-2015,INC,2,National,4.723480425
WB.SP.growthb40,2012,MNE,2012-2016,INC,1,National,6.30608357
WB.SP.growthb40,2016,MNE,2012-2016,INC,2,National,6.30608357
WB.SP.growthb40,2013,MNE,2013-2018,INC,1,National,3.429209063
WB.SP.growthb40,2018,MNE,2013-2018,INC,2,National,3.429209063
WB.SP.growthb40,2010,MNG,2010-2014,CONS,1,National,8.167111446
WB.SP.growthb40,2014,MNG,2010-2014,CONS,2,National,8.167111446
WB.SP.growthb40,2010,MNG,2010-2016,CONS,1,National,1.921708666
WB.SP.growthb40,2016,MNG,2010-2016,CONS,2,National,1.921708666
WB.SP.growthb40,2011,MNG,2011-2016,CONS,1,National,0.563898784
WB.SP.growthb40,2016,MNG,2011-2016,CONS,2,National,0.563898784
WB.SP.growthb40,2011,MNG,2011-2018,CONS,1,National,1.108234559
WB.SP.growthb40,2018,MNG,2011-2018,CONS,2,National,1.108234559
WB.SP.growthb40,2014,MNG,2014-2018,CONS,1,National,-3.699485734
WB.SP.growthb40,2018,MNG,2014-2018,CONS,2,National,-3.699485734
WB.SP.growthb40,2016,MNG,2016-2018,CONS,1,National,2.481999407
WB.SP.growthb40,2018,MNG,2016-2018,CONS,2,National,2.481999407
WB.SP.growthb40,2002,MOZ,2002-2008,CONS,1,National,2.988661923
WB.SP.growthb40,2008,MOZ,2002-2008,CONS,2,National,2.988661923
WB.SP.growthb40,2008,MOZ,2008-2014,CONS,1,National,1.522924972
WB.SP.growthb40,2014,MOZ,2008-2014,CONS,2,National,1.522924972
WB.SP.growthb40,2014,MOZ,2014-2019,CONS,1,National,-4.25464259
WB.SP.growthb40,2019,MOZ,2014-2019,CONS,2,National,-4.25464259
WB.SP.growthb40,2008,MRT,2008-2014,CONS,1,National,3.354747535
WB.SP.growthb40,2014,MRT,2008-2014,CONS,2,National,3.354747535
WB.SP.growthb40,2006,MUS,2006-2012,CONS,1,National,1.234108459
WB.SP.growthb40,2012,MUS,2006-2012,CONS,2,National,1.234108459
WB.SP.growthb40,2012,MUS,2012-2017,CONS,1,National,2.713538968
WB.SP.growthb40,2017,MUS,2012-2017,CONS,2,National,2.713538968
WB.SP.growthb40,2004,MWI,2004-2010,CONS,1,National,-2.20717191
WB.SP.growthb40,2010,MWI,2004-2010,CONS,2,National,-2.20717191
WB.SP.growthb40,2010,MWI,2010-2016,CONS,1,National,3.051728054
WB.SP.growthb40,2016,MWI,2010-2016,CONS,2,National,3.051728054
WB.SP.growthb40,2016,MWI,2016-2019,CONS,1,National,-2.95638726
WB.SP.growthb40,2019,MWI,2016-2019,CONS,2,National,-2.95638726
WB.SP.growthb40,2011,MYS,2011-2015,INC,1,National,7.011669944
WB.SP.growthb40,2015,MYS,2011-2015,INC,2,National,7.011669944
WB.SP.growthb40,2015,MYS,2015-2018,INC,1,National,4.047430371
WB.SP.growthb40,2018,MYS,2015-2018,INC,2,National,4.047430371
WB.SP.growthb40,2003,NAM,2003-2009,CONS,1,National,3.252261193
WB.SP.growthb40,2009,NAM,2003-2009,CONS,2,National,3.252261193
WB.SP.growthb40,2009,NAM,2009-2015,CONS,1,National,5.734843909
WB.SP.growthb40,2015,NAM,2009-2015,CONS,2,National,5.734843909
WB.SP.growthb40,2007,NER,2007-2014,CONS,1,National,5.831296813
WB.SP.growthb40,2014,NER,2007-2014,CONS,2,National,5.831296813
WB.SP.growthb40,2011,NER,2011-2014,CONS,1,National,-0.056087636
WB.SP.growthb40,2014,NER,2011-2014,CONS,2,National,-0.056087636
WB.SP.growthb40,2005,NIC,2005-2009,INC,1,National,2.19740234
WB.SP.growthb40,2009,NIC,2005-2009,INC,2,National,2.19740234
WB.SP.growthb40,2009,NIC,2009-2014,INC,1,National,5.639806364
WB.SP.growthb40,2014,NIC,2009-2014,INC,2,National,5.639806364
WB.SP.growthb40,2007,NLD,2007-2012,INC,1,National,-0.009170224
WB.SP.growthb40,2012,NLD,2007-2012,INC,2,National,-0.009170224
WB.SP.growthb40,2009,NLD,2009-2014,INC,1,National,-0.723293811
WB.SP.growthb40,2014,NLD,2009-2014,INC,2,National,-0.723293811
WB.SP.growthb40,2010,NLD,2010-2015,INC,1,National,0.950126471
WB.SP.growthb40,2015,NLD,2010-2015,INC,2,National,0.950126471
WB.SP.growthb40,2012,NLD,2012-2017,INC,1,National,1.526819482
WB.SP.growthb40,2017,NLD,2012-2017,INC,2,National,1.526819482
WB.SP.growthb40,2013,NLD,2013-2018,INC,1,National,2.665970361
WB.SP.growthb40,2018,NLD,2013-2018,INC,2,National,2.665970361
WB.SP.growthb40,2014,NLD,2014-2019,INC,1,National,2.57331729
WB.SP.growthb40,2019,NLD,2014-2019,INC,2,National,2.57331729
WB.SP.growthb40,2015,NLD,2015-2020,INC,1,National,3.065235308
WB.SP.growthb40,2020,NLD,2015-2020,INC,2,National,3.065235308
WB.SP.growthb40,2007,NOR,2007-2012,INC,1,National,3.16616479
WB.SP.growthb40,2012,NOR,2007-2012,INC,2,National,3.16616479
WB.SP.growthb40,2009,NOR,2009-2014,INC,1,National,2.531318228
WB.SP.growthb40,2014,NOR,2009-2014,INC,2,National,2.531318228
WB.SP.growthb40,2010,NOR,2010-2015,INC,1,National,2.118314744
WB.SP.growthb40,2015,NOR,2010-2015,INC,2,National,2.118314744
WB.SP.growthb40,2012,NOR,2012-2017,INC,1,National,0.43774871
WB.SP.growthb40,2017,NOR,2012-2017,INC,2,National,0.43774871
WB.SP.growthb40,2013,NOR,2013-2018,INC,1,National,-0.50906116
WB.SP.growthb40,2018,NOR,2013-2018,INC,2,National,-0.50906116
WB.SP.growthb40,2014,NOR,2014-2019,INC,1,National,-0.237691205
WB.SP.growthb40,2019,NOR,2014-2019,INC,2,National,-0.237691205
WB.SP.growthb40,2003,NPL,2003-2010,CONS,1,National,8.283122316
WB.SP.growthb40,2010,NPL,2003-2010,CONS,2,National,8.283122316
WB.SP.growthb40,2004,PAK,2004-2010,CONS,1,National,3.003541435
WB.SP.growthb40,2010,PAK,2004-2010,CONS,2,National,3.003541435
WB.SP.growthb40,2005,PAK,2005-2010,CONS,1,National,3.468513191
WB.SP.growthb40,2010,PAK,2005-2010,CONS,2,National,3.468513191
WB.SP.growthb40,2007,PAK,2007-2013,CONS,1,National,2.63196322
WB.SP.growthb40,2013,PAK,2007-2013,CONS,2,National,2.63196322
WB.SP.growthb40,2010,PAK,2010-2015,CONS,1,National,2.457483519
WB.SP.growthb40,2015,PAK,2010-2015,CONS,2,National,2.457483519
WB.SP.growthb40,2013,PAK,2013-2018,CONS,1,National,1.335852028
WB.SP.growthb40,2018,PAK,2013-2018,CONS,2,National,1.335852028
WB.SP.growthb40,2008,PAN,2008-2011,INC,1,National,6.261778465
WB.SP.growthb40,2011,PAN,2008-2011,INC,2,National,6.261778465
WB.SP.growthb40,2008,PAN,2008-2012,INC,1,National,4.305567982
WB.SP.growthb40,2012,PAN,2008-2012,INC,2,National,4.305567982
WB.SP.growthb40,2009,PAN,2009-2014,INC,1,National,4.14752847
WB.SP.growthb40,2014,PAN,2009-2014,INC,2,National,4.14752847
WB.SP.growthb40,2010,PAN,2010-2015,INC,1,National,5.534027134
WB.SP.growthb40,2015,PAN,2010-2015,INC,2,National,5.534027134
WB.SP.growthb40,2011,PAN,2011-2016,INC,1,National,3.972313694
WB.SP.growthb40,2016,PAN,2011-2016,INC,2,National,3.972313694
WB.SP.growthb40,2012,PAN,2012-2017,INC,1,National,4.646871687
WB.SP.growthb40,2017,PAN,2012-2017,INC,2,National,4.646871687
WB.SP.growthb40,2013,PAN,2013-2018,INC,1,National,5.286251397
WB.SP.growthb40,2018,PAN,2013-2018,INC,2,National,5.286251397
WB.SP.growthb40,2014,PAN,2014-2019,INC,1,National,4.96982091
WB.SP.growthb40,2019,PAN,2014-2019,INC,2,National,4.96982091
WB.SP.growthb40,2016,PAN,2016-2021,INC,1,National,0.500623217
WB.SP.growthb40,2021,PAN,2016-2021,INC,2,National,0.500623217
WB.SP.growthb40,2006,PER,2006-2011,INC,1,National,9.891805352
WB.SP.growthb40,2011,PER,2006-2011,INC,2,National,9.891805352
WB.SP.growthb40,2007,PER,2007-2012,INC,1,National,8.470206138
WB.SP.growthb40,2012,PER,2007-2012,INC,2,National,8.470206138
WB.SP.growthb40,2009,PER,2009-2014,INC,1,National,5.617606596
WB.SP.growthb40,2014,PER,2009-2014,INC,2,National,5.617606596
WB.SP.growthb40,2011,PER,2011-2016,INC,1,National,3.083449328
WB.SP.growthb40,2016,PER,2011-2016,INC,2,National,3.083449328
WB.SP.growthb40,2012,PER,2012-2017,INC,1,National,1.707280639
WB.SP.growthb40,2017,PER,2012-2017,INC,2,National,1.707280639
WB.SP.growthb40,2013,PER,2013-2018,INC,1,National,2.347542826
WB.SP.growthb40,2018,PER,2013-2018,INC,2,National,2.347542826
WB.SP.growthb40,2014,PER,2014-2019,INC,1,National,2.569360858
WB.SP.growthb40,2019,PER,2014-2019,INC,2,National,2.569360858
WB.SP.growthb40,2015,PER,2015-2020,INC,1,National,-3.857673252
WB.SP.growthb40,2020,PER,2015-2020,INC,2,National,-3.857673252
WB.SP.growthb40,2016,PER,2016-2021,INC,1,National,0.385141622
WB.SP.growthb40,2021,PER,2016-2021,INC,2,National,0.385141622
WB.SP.growthb40,2006,PHL,2006-2012,CONS,1,National,0.968663304
WB.SP.growthb40,2012,PHL,2006-2012,CONS,2,National,0.968663304
WB.SP.growthb40,2009,PHL,2009-2015,INC,1,National,2.764557862
WB.SP.growthb40,2015,PHL,2009-2015,INC,2,National,2.764557862
WB.SP.growthb40,2012,PHL,2012-2015,INC,1,National,5.184200725
WB.SP.growthb40,2015,PHL,2012-2015,INC,2,National,5.184200725
WB.SP.growthb40,2015,PHL,2015-2018,INC,1,National,6.036627366
WB.SP.growthb40,2018,PHL,2015-2018,INC,2,National,6.036627366
WB.SP.growthb40,2015,PHL,2015-2021,INC,1,National,2.982903598
WB.SP.growthb40,2021,PHL,2015-2021,INC,2,National,2.982903598
WB.SP.growthb40,2006,POL,2006-2011,CONS,1,National,3.38357998
WB.SP.growthb40,2011,POL,2006-2011,CONS,2,National,3.38357998
WB.SP.growthb40,2007,POL,2007-2012,CONS,1,National,2.064150133
WB.SP.growthb40,2012,POL,2007-2012,CONS,2,National,2.064150133
WB.SP.growthb40,2007,POL,2007-2012,INC,1,National,2.637401304
WB.SP.growthb40,2012,POL,2007-2012,INC,2,National,2.637401304
WB.SP.growthb40,2009,POL,2009-2014,INC,1,National,1.615155713
WB.SP.growthb40,2014,POL,2009-2014,INC,2,National,1.615155713
WB.SP.growthb40,2010,POL,2010-2015,INC,1,National,2.541033134
WB.SP.growthb40,2015,POL,2010-2015,INC,2,National,2.541033134
WB.SP.growthb40,2012,POL,2012-2017,INC,1,National,6.013904483
WB.SP.growthb40,2017,POL,2012-2017,INC,2,National,6.013904483
WB.SP.growthb40,2013,POL,2013-2018,INC,1,National,6.867013754
WB.SP.growthb40,2018,POL,2013-2018,INC,2,National,6.867013754
WB.SP.growthb40,2014,POL,2014-2019,INC,1,National,8.821964454
WB.SP.growthb40,2019,POL,2014-2019,INC,2,National,8.821964454
WB.SP.growthb40,2007,PRT,2007-2012,INC,1,National,-1.988006359
WB.SP.growthb40,2012,PRT,2007-2012,INC,2,National,-1.988006359
WB.SP.growthb40,2009,PRT,2009-2014,INC,1,National,-2.586383444
WB.SP.growthb40,2014,PRT,2009-2014,INC,2,National,-2.586383444
WB.SP.growthb40,2010,PRT,2010-2015,INC,1,National,-0.870390879
